ID,fName,lName,gender,DOB,contractStarted,email,phone,salary_ID,department_ID,designation_ID,Age
b342ec2d-83cb-4338-9327-51269aca44d8,Diya,Bhagat,Female,1989-07-05,2011-03-05,Diya.Bhagat@abc.com,9870987654,b4ec49cd-6dc5-43e6-a096-7ba34d385e79,525e41b4-e5bd-43e6-9c95-a1dc7e3d8d41,eddc4cf6-0db8-449d-a42e-4bad6c403615,22 
1d1e41ac-2a7d-4093-9fd4-4e1a628d4a9b,Asmita,Shenoy,Female,1992-01-18,2014-02-18,Asmita.Shenoy@xyz.com,8976543289,1a2326ad-9443-4b2a-93fa-b6fb2f4f00b3,1edd939a-805d-47ed-a377-52ca636b0ac8,48712b4c-fcb3-499a-ad0b-bd4d08e580f9,15 
34e39c7a-69d9-4c6f-a4c1-b4f8cf2dc64a,John,Doe,Male,1985-05-12,2010-06-15,john.doekill@example.com,9708060504,ef5b3ff7-4026-4915-a610-9fe5a6f3b40f,f3f4b4d7-5c6e-4dd5-89d3-158abf8e4a5d,9f3d0e5f-df27-4fbf-b9ec-9d204ec6b19d,37
1e2d3d91-0523-4ee5-bc4d-7a71d91e155a,Samantha,Smith,Female,1988-08-25,2013-02-28,samantha.smithjotfg@example.com,9889814218,3e15086a-d14a-4a68-b724-93c001b16a2a,bde9a8e1-62a3-4427-bef8-7a0e073f456c,b9d7fc56-28c3-4b7f-8a8e-d3a258d1cf72,33
a4d6fd98-8b58-4195-af65-fb6e7db7fbf2,Emily,Johnson,Female,1987-11-18,2015-09-10,emily.johnsonbabu@example.com,6301404365,c68a89f9-8538-44c7-9eb9-8c0bdfc96c70,cbe0e1f3-9d78-43b8-a982-8be95b2119f8,a92b6f8d-ae2c-43b0-b01b-fde39e7e4d0a,34
f3c40d2e-d9a7-435d-a07d-84e40f4d74a5,Michael,Brown,Male,1983-03-20,2009-11-20,michael.brownkjhl@example.com,9390336145,1c79e147-15ae-4b3c-b2f0-2f7110b5a5f9,a40c8053-0b79-46f6-8f63-04d20890c2e8,f5b2d3af-ff26-447e-ae10-09727b499c98,39
2d4f6c28-8478-48b2-9642-eb4f9b7d67bf,Alex,Williams,Male,1986-07-14,2012-08-30,alex.williamsbob@example.com,9989814216,bc5392b4-028e-4b1b-96eb-8557d0e9c129,e8bc27d3-ae57-40ae-8d7a-d325b8e13fa4,d6d4564b-1774-4521-83f6-25b4328e296c,35
a9b8c7d6-e5f4-4d3c-b2a1-1a2b3c4d5e6f,Sophia,Miller,Female,1984-09-30,2014-05-25,sophia.millerdev@example.com,9098787656,9e3170c8-fa63-4b08-9e67-603c8b80d5e0,d02cf127-185d-4e25-9a8e-943d7a3926b7,c96e2798-cdcf-4e7b-bf2e-2e4b8b56e7cc,38
6b5n4v3g-2h1j-1k2l-8s9d-5f4g3h2j1k,Isabella,Garcia,Female,1992-06-07,2016-07-12,isabella.garciababa@example.com,7234321564,4a0c9d94-986f-497e-8835-b7a96fc3bb65,f7398b33-8c27-4d14-9fe5-35bdfdf95b4b,7a0344aa-80e0-413d-a9b8-11cf158be2c5,30

